Training/Test,Unscaled_T3_T0_difference_minutes,Scaled_T3_T0_difference_minutes,Vector_Type_AMB,Vector_Type_PIT,Vector_Type_MUG,Y_True,Y_Prob,Y_Pred_Optimal
Test,14.733333333333333,-0.02344141422519674,True,False,False,1,0.7371665899462682,1
Test,12.25,-0.2677339496381594,False,False,True,0,0.27078823933219304,0
Test,29.45,1.4242787788596762,True,False,False,0,0.7694957014208397,1
Test,9.883333333333333,-0.5005496545283655,False,False,True,0,0.26529304801723685,0
Test,4.133333333333334,-1.066193444578514,True,False,False,0,0.7121485655912184,0
Test,17.833333333333332,0.28151436823662246,False,False,True,1,0.2840320990412087,0
Test,10.766666666666667,-0.41365365199892223,True,False,False,1,0.7279700685260507,1
Test,5.666666666666667,-0.9153551005651411,True,False,False,1,0.7158542183706664,1
Test,9.716666666666669,-0.5169451267037319,False,False,True,0,0.2649087595082879,0
Test,15.05,0.007709982907999999,True,False,False,1,0.7378920808859956,1
Test,12.566666666666666,-0.23658255250496282,False,False,True,0,0.2715289154185257,0
Test,25.1,0.9963569550826076,True,False,False,1,0.7602377535231473,1
Test,19.916666666666668,0.4864577704287055,False,False,True,1,0.289072744968336,0
Test,8.75,-0.6120388653208585,True,False,False,1,0.723217998223302,1
Test,8.75,-0.6120388653208585,True,False,False,1,0.723217998223302,1
Test,14.95,-0.002127300397220116,True,False,False,1,0.7376631180381726,1
Test,15.7,0.0716523243919297,True,False,False,1,0.7393771953981101,1
Test,15.533333333333331,0.05525685221656296,True,False,False,1,0.7389969167244711,1
Test,11.85,-0.3070830828590393,True,False,False,1,0.7305016309436487,1
Test,8.15,-0.6710625651521783,True,False,False,1,0.7217943089401363,1
Test,7.033333333333333,-0.7809122287271347,False,False,True,0,0.2587709217446558,0
