Training/Test,X,Y,Y_pred
Training,-0.162802927715813,1,1.0
Training,-0.22838481641727945,1,1.0
Training,-0.4234909353041424,1,1.0
Training,-1.1465312582378104,1,1.0
Training,-0.3939790853884822,0,0.0
Training,0.9225773302934578,1,1.0
Training,0.3388985208504059,1,1.0
Training,-0.00540639483229343,0,0.0
Training,-0.6071202236682485,1,1.0
Training,-0.13165153058261644,0,0.0
Training,-0.17591930545610626,1,1.0
Training,-0.823540456383088,1,1.0
Training,0.025745002300903135,0,0.0
Training,0.48153912877609545,0,0.0
Training,-0.512026485051122,1,1.0
Training,-0.2693734968556961,0,0.0
Training,2.33094839015745,1,1.0
Training,-0.11361651118971312,1,1.0
Training,0.2946307459769157,1,1.0
Training,-0.44644459634965555,1,1.0
Training,-0.06443009466361324,1,1.0
Training,0.3848058429414323,1,1.0
Training,0.6012260756562713,0,0.0
Training,-0.10869786953710306,1,1.0
Training,1.0652179382191473,1,1.0
Training,-0.25297802468032937,0,0.0
Training,1.1537534879661269,0,0.0
Training,-0.09066285014419975,1,1.0
Training,0.03558228560612325,0,0.0
Training,-0.41365365199892223,1,1.0
Training,-0.5349801460966356,1,1.0
Training,-0.7858308703797448,1,1.0
Training,0.7045175503610814,1,1.0
Training,-0.4316886713918256,1,1.0
Training,-0.4857937295705357,1,1.0
Training,1.0422642771736337,0,0.0
Training,0.9619264635143375,0,0.0
Training,1.3013127375444267,1,1.0
Training,-0.46611916296009565,1,1.0
Training,0.8930654803777978,0,0.0
Training,0.10772236317773631,1,1.0
Training,-0.6366320735839085,1,1.0
Training,-0.4857937295705357,0,0.0
Training,-0.07426737796883301,1,1.0
Training,0.5504001119126348,1,1.0
Training,-0.6235156958436152,0,0.0
Training,-0.30216444120642927,1,1.0
Training,-0.6399111680189817,1,1.0
Training,0.13231557144078626,1,1.0
Training,-0.3513508577325291,1,1.0
Training,0.09460598543744307,0,0.0
Training,0.2126533851000827,0,0.0
Training,0.5389232813898786,1,1.0
Training,-0.37266497156050576,1,1.0
Training,-0.4431655019145821,0,0.0
Training,-0.04147643361809988,1,1.0
Training,-0.38742089651833594,1,1.0
Training,0.15199013805122613,1,1.0
Training,0.2323279517105226,1,1.0
Training,5.193597831976463,0,0.0
Training,-0.1923147776314728,1,1.0
Training,-0.7087721511555216,0,0.0
Training,0.22740931005791287,1,1.0
Training,-0.7251676233308882,0,0.0
Training,-0.1677215693684229,0,0.0
Training,2.034190343783315,1,1.0
Training,-0.974378800396461,1,1.0
Training,-0.40217682147616574,1,1.0
Training,0.015907718995683193,0,0.0
Training,-0.162802927715813,1,1.0
Training,-0.28740851624859926,1,1.0
Training,1.212777187797447,0,0.0
Training,1.1849048850993236,1,1.0
Training,1.9276197746434323,1,1.0
Training,-0.12017470005985975,0,0.0
Training,-0.3792231604306524,1,1.0
Training,-0.7399235482887182,0,0.0
Training,1.743990486279326,1,1.0
Training,-0.2398616469400363,1,1.0
Training,-0.3775836132131158,1,1.0
Training,-0.7251676233308882,1,1.0
Training,2.006318041085192,1,1.0
Training,-0.2480593830277195,1,1.0
Training,0.3290612375451854,1,1.0
Training,-0.5759688265350519,0,0.0
Training,1.465267459298093,1,1.0
Training,-0.6612252818469584,0,0.0
Training,-0.046395075270709935,1,1.0
Training,3.2654903041533476,1,1.0
Training,0.8537163471569177,1,1.0
Training,-0.4497236907847289,0,0.0
Training,1.3947669289440163,1,1.0
Training,2.6195087004439035,1,1.0
Training,2.106330421354928,0,0.0
Training,-1.0334025002277807,1,1.0
Training,-0.021801867007659997,0,0.0
Training,-0.46939825739516894,1,1.0
Training,-0.7595981148991582,1,1.0
Training,-0.794028606467428,1,1.0
Training,-0.6710625651521783,1,1.0
Training,-0.2513384774627928,0,0.0
Training,-0.4218513880866056,1,1.0
Training,-0.687458037327545,1,1.0
Training,1.1996608100571537,0,0.0
Training,-0.8202613619480145,1,1.0
Training,-0.3825022548657257,0,0.0
Training,-0.2824898745959894,0,0.0
Training,0.3241425958925757,0,0.0
Training,0.24872342388588933,1,1.0
Training,-0.5940038459279552,0,0.0
Training,-0.16116338049827625,1,1.0
Training,0.2339674989280595,1,1.0
Training,-0.8071449842077213,1,1.0
Training,-0.5546547127070752,1,1.0
Training,-0.12017470005985975,0,0.0
Training,0.3913640318115789,1,1.0
Training,-0.385781349300799,1,1.0
Training,-0.7136907928081315,0,0.0
Training,0.08804779656729644,1,1.0
Training,1.0406247299560973,0,0.0
Training,0.30118893484706233,1,1.0
Training,-0.12017470005985975,1,1.0
Training,-0.8432150229935279,0,0.0
Training,-0.2382220997224994,1,1.0
Training,0.20445564901239952,0,0.0
Training,0.178222893531813,1,1.0
Training,-0.21034979702437612,0,0.0
Training,-0.444805049132119,1,1.0
Training,-0.35462995216760246,0,0.0
Training,0.38808493737650573,0,0.0
Training,-0.25625711911540267,0,0.0
Training,-0.34971131051499255,1,1.0
Training,-0.712051245590595,1,1.0
Training,-0.8071449842077213,0,0.0
Training,-0.42840957695675225,0,0.0
Training,0.8176463083711111,1,1.0
Training,-0.7268071705484249,0,0.0
Training,-0.5038287489634388,1,1.0
Training,-0.6038411292331751,0,0.0
Training,0.12083874091802957,0,0.0
Training,-0.03983688640056331,1,1.0
Training,-0.15460519162812963,0,0.0
Training,-0.31036217729411264,0,0.0
Training,-0.7333653594185715,1,1.0
Training,-0.34315312164484596,1,1.0
Training,-0.7907495120323547,1,1.0
Training,0.2929911987593791,1,1.0
Training,0.27823527380154933,1,1.0
Training,0.15362968526876306,1,1.0
Training,-0.7464817371588648,1,1.0
Training,-0.9776578948315343,0,0.0
Training,-0.3923395381709458,1,1.0
Training,-0.3267576494694792,1,1.0
Training,0.33725897363286894,1,1.0
Training,-0.49891010731082874,1,1.0
Training,-0.17427975823856967,0,0.0
Training,0.0011517940378531972,1,1.0
Training,-0.4546423324373389,1,1.0
Training,0.5782724146107586,0,0.0
Training,-0.10213968066695643,1,1.0
Training,-0.7038535095029116,0,0.0
Training,0.4126781456395557,1,1.0
Training,-0.14640745554044643,1,1.0
Training,-0.26445485520308626,1,1.0
Training,0.24708387666835274,1,1.0
Training,-0.9022387228248478,1,1.0
Training,-0.9251923838703611,0,0.0
Training,-0.30216444120642927,0,0.0
Training,-0.5349801460966356,1,1.0
Training,-0.5202242211388054,0,0.0
Training,0.2667584432787926,0,0.0
Training,-0.6858184901100083,1,1.0
Training,-0.40709546312877565,0,0.0
Training,-0.7104116983730583,0,0.0
Training,0.28151436823662246,0,0.0
Training,-0.6563066401943484,0,0.0
Training,-0.2710130440732325,0,0.0
Training,-0.6185970541910051,0,0.0
Training,-0.44808414356719234,0,0.0
Training,-0.5776083737525887,0,0.0
Training,-0.11197696397217638,0,0.0
Training,-0.28740851624859926,1,1.0
Training,0.19953700735978944,0,0.0
Training,-0.7923890592498914,0,0.0
Training,-0.7841913231622081,0,0.0
Training,-0.5792479209701252,1,1.0
Training,-0.3562694993851392,1,1.0
Training,-0.3529904049500659,1,1.0
Training,2.2850410680664246,0,0.0
Training,2.3276692957223775,0,0.0
Training,-0.6497484513242017,1,1.0
Training,-0.5136660322686587,1,1.0
Training,-0.45956097408994884,1,1.0
Training,-0.0627905474460765,0,0.0
Training,-0.3923395381709458,1,1.0
Training,-0.5300615044440253,1,1.0
Training,0.23560704614559608,0,0.0
Training,-0.7579585676816215,0,0.0
Training,-0.23658255250496282,0,0.0
Training,-0.46120052130748573,1,1.0
Training,-0.7923890592498914,1,1.0
Training,-0.6103993181033217,1,1.0
Training,-0.1660820221508865,1,1.0
Training,-0.020162319790123253,0,0.0
Training,-0.7333653594185715,1,1.0
Training,-0.595643393145492,1,1.0
Training,-0.6103993181033217,0,0.0
Training,3.6229115975763406,1,1.0
Training,-0.8055054369901847,1,1.0
Training,0.2126533851000827,1,1.0
Training,-0.46611916296009565,0,0.0
Training,-0.26609440242062266,0,0.0
Training,0.00607043569046308,0,0.0
Training,-0.2988853467713559,1,1.0
Training,-0.07262783075129661,0,0.0
Training,0.20773474344747264,0,0.0
Training,-0.4267700297392157,0,0.0
Training,1.7243159196688858,0,0.0
Training,0.6979593614909345,1,1.0
Training,-0.41037455756384894,1,1.0
Training,-0.5103869378335856,1,1.0
Training,-0.5038287489634388,0,0.0
Training,-0.4382468602619722,1,1.0
Training,-0.41857229365153215,1,1.0
Training,0.7619017029748645,1,1.0
Training,-0.19887296650161962,1,1.0
Training,-0.1660820221508865,1,1.0
Training,0.17330425187920293,1,1.0
Training,0.03722183282365982,1,1.0
Training,-0.4316886713918256,1,1.0
Training,0.12575738257063962,1,1.0
Training,-0.6546670929768118,1,1.0
Training,-0.2808503273784526,1,1.0
Training,-0.6595857346294216,1,1.0
Training,0.08312915491468638,1,1.0
Training,-0.7415630955062549,0,0.0
Training,-0.4087350103463124,0,0.0
Training,-0.36118814103774904,0,0.0
Training,0.9078214053356276,1,1.0
Training,0.02738454951843988,1,1.0
Training,-0.4710378046127055,0,0.0
Training,-0.3349553855571626,0,0.0
Training,-0.526782410008952,0,0.0
Training,-0.3251181022519426,0,0.0
Training,0.6881220781857147,0,0.0
Training,-0.8300986452532346,0,0.0
Training,-0.3529904049500659,0,0.0
Training,0.5963074340036616,1,1.0
Training,-0.4054559159112391,1,1.0
Training,0.260200254408646,0,0.0
Training,-0.6169575069734685,1,1.0
Training,0.5454814702600251,0,0.0
Training,-0.028360055877806625,1,1.0
Training,-0.09722103901434656,1,1.0
Training,-0.20871024980683955,0,0.0
Training,-0.7399235482887182,0,0.0
Training,-0.20543115537176623,1,1.0
Training,12.00263742640622,1,1.0
Training,-0.46447961574255886,1,1.0
Training,-0.33987402720977244,0,0.0
Training,-0.4038163686937023,1,1.0
Training,0.2323279517105226,1,1.0
Training,-0.9104364589125311,1,1.0
Training,-0.14968654997551975,1,1.0
Training,-0.7235280761133516,1,1.0
Training,1.9063056608154554,1,1.0
Training,0.342177615285479,1,1.0
Training,-0.19395432484900957,0,0.0
Training,-0.21362889145944944,1,1.0
Training,0.5635164896529284,0,0.0
Training,-0.1955938720665463,1,1.0
Training,-0.823540456383088,0,0.0
Training,-0.43988640747950897,1,1.0
Training,0.22904885727544944,1,1.0
Training,-0.5546547127070752,1,1.0
Training,-0.6103993181033217,0,0.0
Training,3.2622112097182754,1,1.0
Training,-0.47759599348285214,1,1.0
Training,-0.26117576076801274,1,1.0
Training,-0.5644919960122954,0,0.0
Training,1.4587092704279463,1,1.0
Training,0.16182742135644626,1,1.0
Training,0.9143795942057742,1,1.0
Training,-0.5284219572264888,0,0.0
Training,-0.7677958509868414,1,1.0
Training,0.09132689100236975,1,1.0
Training,-0.24641983581018256,1,1.0
Training,-0.3005248939888927,1,1.0
Training,-0.6218761486260784,1,1.0
Training,0.5569583007827819,1,1.0
Training,-0.0037668476147566855,1,1.0
Training,0.424154976162312,1,1.0
Training,-0.4218513880866056,1,1.0
Training,-0.13657017223522633,1,1.0
Training,-0.3169203661642592,0,0.0
Training,0.2847934626716959,0,0.0
Training,-0.4939914656582189,1,1.0
Training,-0.6333529791488351,1,1.0
Training,-0.6267947902786885,1,1.0
Training,2.301436540241791,1,1.0
Training,-0.13657017223522633,0,0.0
Training,-0.03655779196548999,0,0.0
Training,-0.6792603012398617,1,1.0
Training,-0.5661315432298317,0,0.0
Training,-0.04147643361809988,1,1.0
Training,-0.6399111680189817,0,0.0
Training,-0.5464569766193921,0,0.0
Training,2.117807251877685,0,0.0
Training,-1.0350420474453172,1,1.0
Training,-0.1447679083229097,1,1.0
Training,0.6045051700913452,1,1.0
Training,-0.07918601962144324,1,1.0
Training,-0.46284006852502213,1,1.0
Training,-0.34315312164484596,1,1.0
Training,-0.9038782700423844,1,1.0
Training,-0.9579833282210943,0,0.0
Training,-0.15624473884566636,0,0.0
Training,-0.2775712329433793,0,0.0
Training,-0.3300367439045525,1,1.0
Training,-0.15788428606320293,1,1.0
Training,-0.30872263007657585,0,0.0
Training,-0.08574420849158987,0,0.0
Training,0.42251542894477545,1,1.0
Training,-0.01524367813751337,1,1.0
Training,0.4126781456395557,1,1.0
Training,-0.8760059673442612,0,0.0
Training,-0.556294259924612,1,1.0
Training,-0.400537274258629,1,1.0
Training,-0.3169203661642592,1,1.0
Training,2.663776475317393,1,1.0
Training,-0.5808874681876619,1,1.0
Training,-0.8809246089968711,1,1.0
Training,0.11428055204788294,0,0.0
Training,-0.04803462248824668,1,1.0
Training,0.08148960769714982,0,0.0
Training,-0.6284343374962251,0,0.0
Training,-0.303803988423966,0,0.0
Training,-0.9120760061300677,0,0.0
Training,-0.702213962285375,1,1.0
Training,-0.9415878560457276,1,1.0
Training,-0.5743292793175153,0,0.0
Training,0.4602250149481186,0,0.0
Training,-0.46939825739516894,1,1.0
Training,-0.5202242211388054,1,1.0
Training,-0.8661686840390412,1,1.0
Training,-0.6415507152365185,1,1.0
Training,-0.8399359285584546,0,0.0
Training,-0.8366568341233812,1,1.0
Training,-0.5940038459279552,0,0.0
Training,-1.2235899774620336,0,0.0
Training,-0.13165153058261644,1,1.0
Training,-0.4890728240056088,1,1.0
Training,-0.6038411292331751,1,1.0
Training,2.409646656599211,1,1.0
Training,-0.018522772572586856,1,1.0
Training,1.0209501633456575,1,1.0
Training,-0.512026485051122,0,0.0
Training,0.5913887923510516,1,1.0
Training,0.24872342388588933,1,1.0
Training,-0.2857689690310627,1,1.0
Training,-0.008685489267366743,1,1.0
Training,-0.46284006852502213,1,1.0
Training,-0.3529904049500659,1,1.0
Training,-0.8366568341233812,1,1.0
Training,0.10608281596019975,0,0.0
Training,2.006318041085192,1,1.0
Training,0.11755964648295643,0,0.0
Training,-0.008685489267366743,1,1.0
Training,-0.20707070258930282,1,1.0
Training,3.6130743142711212,1,1.0
Training,0.1306760242232497,0,0.0
Training,-0.5087473906160487,0,0.0
Training,0.7225525697539844,0,0.0
Training,0.40611995676940904,1,1.0
Training,-0.41693274643399575,1,1.0
Training,0.5536792063477087,0,0.0
Training,1.416081042771993,0,0.0
Training,-0.36118814103774904,0,0.0
Training,0.8455186110692341,1,1.0
Training,-0.24314074137510944,0,0.0
Training,-0.7694353982043781,0,0.0
Training,-0.1677215693684229,1,1.0
Training,-0.6267947902786885,1,1.0
Training,0.2569211599735725,1,1.0
Training,-0.34643221607991925,1,1.0
Training,0.46350410938319214,1,1.0
Training,-0.40217682147616574,0,0.0
Training,0.2323279517105226,1,1.0
Training,0.17658334631427608,1,1.0
Training,0.5717142257406117,0,0.0
Training,-0.15788428606320293,1,1.0
Training,-0.8842037034319445,1,1.0
Training,-0.7087721511555216,0,0.0
Training,-0.6415507152365185,0,0.0
Training,0.19133927127210626,1,1.0
Training,-0.8481336646461379,1,1.0
Training,-1.0252047641400976,0,0.0
Training,0.2126533851000827,1,1.0
Training,0.15362968526876306,0,0.0
Training,0.19461836570717939,1,1.0
Training,-0.13657017223522633,0,0.0
Training,-0.6169575069734685,1,1.0
Training,0.4339922594675321,0,0.0
Training,0.5585978480003184,1,1.0
Training,-0.29068761068367255,1,1.0
Training,-0.4333282186093623,0,0.0
Training,-0.526782410008952,1,1.0
Training,-0.16444247493334957,1,1.0
Training,1.9128638496856016,0,0.0
Training,-0.5480965238369286,1,1.0
Training,-0.3792231604306524,0,0.0
Training,-0.48087508791792544,1,1.0
Training,0.31758440702242907,0,0.0
Training,-0.3267576494694792,1,1.0
Training,-0.5530151654895387,1,1.0
Training,0.5913887923510516,0,0.0
Training,1.012752427257974,0,0.0
Training,-0.5038287489634388,0,0.0
Training,-0.7153303400256682,0,0.0
Training,-0.33987402720977244,1,1.0
Training,-0.8678082312565778,1,1.0
Training,-0.4267700297392157,1,1.0
Training,0.7455062307994982,1,1.0
Training,2.865440783074403,1,1.0
Training,0.9586473690792641,0,0.0
Training,-0.6366320735839085,1,1.0
Training,-0.10377922788449317,0,0.0
Training,0.17494379909673952,0,0.0
Training,-0.13984926667029962,1,1.0
Training,-0.25297802468032937,0,0.0
Training,1.104567071440027,1,1.0
Training,-0.2037916081542295,0,0.0
Training,-0.303803988423966,0,0.0
Training,-0.9202737422177512,1,1.0
Training,-0.7448421899413281,1,1.0
Training,-0.2628153079855493,1,1.0
Training,-0.5841665626227355,0,0.0
Training,-0.23494300528742607,0,0.0
Training,1.7587464112371558,1,1.0
Training,-0.5644919960122954,0,0.0
Training,-0.5087473906160487,1,1.0
Training,-0.8251800036006246,0,0.0
Training,-0.4841541823529988,0,0.0
Training,1.207858546144837,0,0.0
Training,0.6143424533965649,1,1.0
Training,-0.5038287489634388,1,1.0
Training,1.0389851827385606,0,0.0
Training,-0.5349801460966356,1,1.0
Training,-0.8432150229935279,0,0.0
Training,0.9816010301247774,0,0.0
Training,11.65997205794106,0,0.0
Training,0.12411783535310306,0,0.0
Training,-0.39561863260601915,0,0.0
Training,-0.6251552430611518,1,1.0
Training,-0.5694106376649053,0,0.0
Training,1.942375699601262,0,0.0
Training,-0.2447802885926462,0,0.0
Training,-0.5038287489634388,0,0.0
Training,1.6177453505290025,0,0.0
Training,0.07329187160946661,0,0.0
Training,2.865440783074403,1,1.0
Training,0.371689465201139,0,0.0
Training,0.4520272788604351,0,0.0
Training,-0.6743416595872517,1,1.0
Training,-0.1660820221508865,0,0.0
Training,-0.6513879985417385,1,1.0
Training,0.04050092725873313,0,0.0
Training,1.1570325824012002,0,0.0
Training,-0.5874456570578086,1,1.0
Training,-0.7071326039379849,1,1.0
Training,0.40611995676940904,0,0.0
Training,-0.34315312164484596,1,1.0
Training,-0.2185475331120595,1,1.0
Training,1.4751047426033128,0,0.0
Training,0.6504124921823712,0,0.0
Training,-0.3595485938202125,1,1.0
Training,2.880196708032233,0,0.0
Training,0.9258564247285309,0,0.0
Training,-0.5972829403630285,0,0.0
Training,-0.7923890592498914,1,1.0
Training,-0.5661315432298317,0,0.0
Training,0.1601878741389097,0,0.0
Training,0.10772236317773631,1,1.0
Training,0.26347934884371915,0,0.0
Training,-0.043115980835636794,1,1.0
Training,0.2126533851000827,0,0.0
Training,0.02082636064829325,1,1.0
Training,-0.20707070258930282,1,1.0
Training,-0.026720508660270054,0,0.0
Training,1.4209996844246031,0,0.0
Training,-0.4710378046127055,1,1.0
Training,-0.4120141047813859,0,0.0
Training,-0.04803462248824668,0,0.0
Training,-0.002127300397220116,0,0.0
Training,0.22740931005791287,0,0.0
Training,0.014268171778146625,0,0.0
Training,-0.5677710904473687,1,1.0
Training,-0.13493062501768974,1,1.0
Training,-0.6153179597559318,0,0.0
Training,-0.6448298096715919,1,1.0
Training,-0.42513048252167895,1,1.0
Training,-0.8202613619480145,1,1.0
Training,0.9766823884721674,1,1.0
Training,-0.1660820221508865,0,0.0
Training,0.7094361920136916,1,1.0
Training,-0.6333529791488351,0,0.0
Training,-0.5759688265350519,0,0.0
Training,-0.45136323800226563,1,1.0
Training,-0.4218513880866056,1,1.0
Training,-1.036681594662854,0,0.0
Training,-0.6005620347981018,1,1.0
Training,-0.5103869378335856,1,1.0
Training,-0.8251800036006246,0,0.0
Training,-0.9005991756073112,1,1.0
Training,-0.712051245590595,1,1.0
Training,5.203435115281683,0,0.0
Training,0.07985006047961289,0,0.0
Training,-0.09394194457927306,0,0.0
Training,-0.4431655019145821,0,0.0
Training,-0.018522772572586856,1,1.0
Training,0.4913764120813152,1,1.0
Training,-0.7202489816782782,1,1.0
Training,-0.1677215693684229,1,1.0
Training,-0.14968654997551975,1,1.0
Training,-0.8005867953375746,0,0.0
Training,-0.3201994605993324,0,0.0
Training,0.2749561793664758,1,1.0
Training,3.540934236699508,1,1.0
Training,1.5242911591294126,0,0.0
Training,-0.07918601962144324,0,0.0
Training,-0.2693734968556961,0,0.0
Training,0.21921157397022933,0,0.0
Training,4.282009579026079,0,0.0
Training,0.5864701506984418,0,0.0
Training,-0.8727268729091879,1,1.0
Training,-0.6185970541910051,0,0.0
Training,-0.4972705600932922,0,0.0
Training,-0.29724579955381936,1,1.0
Training,0.07493141882700301,0,0.0
Training,-0.5202242211388054,0,0.0
Training,-0.7612376621166947,0,0.0
Training,0.19953700735978944,0,0.0
Training,0.18478108240195962,1,1.0
Training,-1.0793098223188073,1,1.0
Training,-0.318559913381796,1,1.0
Training,-0.18247749432625288,0,0.0
Training,-0.2415011941575727,1,1.0
Training,-0.6907371317626183,0,0.0
Training,-0.39889772704109244,0,0.0
Training,-0.7694353982043781,1,1.0
Training,-0.8120636258603313,1,1.0
Training,-0.162802927715813,1,1.0
Training,-0.4038163686937023,1,1.0
Training,-0.5989224875805652,0,0.0
Training,-0.7038535095029116,1,1.0
Training,-0.41037455756384894,0,0.0
Training,-0.0037668476147566855,1,1.0
Training,-0.3513508577325291,1,1.0
Training,-0.5071078433985121,0,0.0
Training,-0.32839719668701595,1,1.0
Training,0.089687343784833,1,1.0
Training,-0.444805049132119,0,0.0
Training,-0.20051251371915618,0,0.0
Training,-0.2398616469400363,0,0.0
Training,-0.23002436363481618,0,0.0
Training,0.3569335402433092,1,1.0
Training,0.906181858118091,1,1.0
Training,2.117807251877685,1,1.0
Training,-0.33987402720977244,1,1.0
Training,-0.6202366014085419,1,1.0
Training,-0.10869786953710306,0,0.0
Training,0.38644539015896884,1,1.0
Training,-0.5464569766193921,0,0.0
Training,0.03722183282365982,0,0.0
Training,-0.8956805339547013,1,1.0
Training,-0.6103993181033217,0,0.0
Training,-0.46611916296009565,1,1.0
Training,-0.7235280761133516,0,0.0
Training,0.2618398016261826,1,1.0
Training,-0.2628153079855493,0,0.0
Training,0.2323279517105226,1,1.0
Training,1.3390223235477694,0,0.0
Training,-0.5759688265350519,1,1.0
Training,-1.0071697447471943,0,0.0
Training,-0.47759599348285214,0,0.0
Training,-0.7776331342920615,1,1.0
Training,-0.6267947902786885,0,0.0
Training,-0.6563066401943484,1,1.0
Training,-0.09230239736173668,1,1.0
Training,-0.15952383328073969,1,1.0
Training,0.27331663214893925,1,1.0
Training,-0.40709546312877565,0,0.0
Training,0.10936191039527289,0,0.0
Training,-0.5136660322686587,1,1.0
Training,-0.09230239736173668,1,1.0
Training,-0.25625711911540267,0,0.0
Training,-0.6972953206327649,1,1.0
Training,-0.38086270764818914,1,1.0
Training,-0.18903568319639952,1,1.0
Training,3.3458281178126446,1,1.0
Training,0.38808493737650573,0,0.0
Training,2.2407732931929343,0,0.0
Training,2.5916363977457806,1,1.0
Training,-0.15460519162812963,0,0.0
Training,-0.17919839989117956,1,1.0
Training,-0.5071078433985121,1,1.0
Training,-0.2857689690310627,1,1.0
Training,-0.28412942181352596,0,0.0
Training,-0.22182662754713264,0,0.0
Training,-0.16444247493334957,0,0.0
Training,0.5454814702600251,1,1.0
Training,1.855479697071819,1,1.0
Training,-0.5071078433985121,1,1.0
Training,-0.19395432484900957,1,1.0
Training,-1.1563685415430305,1,1.0
Training,0.3470962569380891,1,1.0
Training,0.14379240196354295,0,0.0
Training,9.571188902799353,1,1.0
Training,-0.6071202236682485,0,0.0
Training,1.173428054576567,0,0.0
Training,0.4159572400746288,1,1.0
Training,-0.6366320735839085,1,1.0
Training,-0.7153303400256682,0,0.0
Training,-0.08738375570912645,1,1.0
Training,-0.9825765364841443,1,1.0
Training,-0.5694106376649053,0,0.0
Training,-0.6054806764507119,0,0.0
Training,-0.259536213550476,0,0.0
Training,-0.8022263425551114,1,1.0
Training,-0.3152808189467225,1,1.0
Training,0.7914135528905245,1,1.0
Training,1.0832529576120502,1,1.0
Training,1.3078709264145731,0,0.0
Training,-0.7087721511555216,0,0.0
Training,0.12575738257063962,0,0.0
Training,-0.30216444120642927,1,1.0
Training,-0.3529904049500659,0,0.0
Training,-1.085868011188954,1,1.0
Training,-0.5087473906160487,1,1.0
Training,-0.5874456570578086,0,0.0
Training,-0.34315312164484596,0,0.0
Training,0.12247828813556615,0,0.0
Training,-0.259536213550476,1,1.0
Training,-0.24969893024525608,1,1.0
Training,0.06017549386917319,0,0.0
Training,0.9324146135986775,1,1.0
Training,1.8571192442893556,1,1.0
Training,-0.7333653594185715,1,1.0
Training,2.003038946650119,0,0.0
Training,-0.03819733918302656,0,0.0
Training,0.11264100483034638,1,1.0
Training,-0.11853515284232301,0,0.0
Training,-0.7923890592498914,0,0.0
Training,0.2126533851000827,0,0.0
Training,-0.07918601962144324,0,0.0
Training,0.1831415351844227,1,1.0
Training,-0.4218513880866056,1,1.0
Training,-0.3201994605993324,0,0.0
Training,-0.7268071705484249,0,0.0
Training,-0.5431778821843187,1,1.0
Training,0.8389604221990878,1,1.0
Training,0.04705911612887976,0,0.0
Training,-0.13165153058261644,0,0.0
Training,0.0339427383885865,1,1.0
Training,-0.5628524487947586,0,0.0
Training,-0.667783470717105,0,0.0
Training,-0.7563190204640848,1,1.0
Training,-0.043115980835636794,1,1.0
Training,-0.7054930567204483,1,1.0
Training,-0.7563190204640848,1,1.0
Training,-0.34315312164484596,0,0.0
Training,-0.7727144926394515,1,1.0
Training,0.007709982907999999,1,1.0
Training,-0.7661563037693048,1,1.0
Training,5.000131260307137,0,0.0
Training,-0.2857689690310627,1,1.0
Training,-0.14968654997551975,1,1.0
Training,-0.23658255250496282,0,0.0
Training,0.11264100483034638,1,1.0
Training,-0.06934873631622313,1,1.0
Training,-0.6267947902786885,1,1.0
Training,-0.4366073130444358,0,0.0
Training,-0.5202242211388054,1,1.0
Training,-0.5054682961809754,1,1.0
Training,-0.14640745554044643,1,1.0
Training,0.42251542894477545,1,1.0
Training,-0.6546670929768118,0,0.0
Training,4.091822101791827,0,0.0
Training,0.11100145761280981,1,1.0
Training,-0.5218637683563421,1,1.0
Training,1.3472200596354533,1,1.0
Training,-0.3644672354728224,1,1.0
Training,-0.23658255250496282,1,1.0
Training,0.004430888472926686,1,1.0
Training,-0.28904806346613615,1,1.0
Training,-0.37266497156050576,0,0.0
Training,-0.7366444538536449,1,1.0
Training,-0.00540639483229343,0,0.0
Training,0.15526923248629962,0,0.0
Training,-0.7464817371588648,0,0.0
Training,-0.7382840010711815,1,1.0
Training,-0.42021184086906904,1,1.0
Training,0.43727135390260563,1,1.0
Training,-0.2185475331120595,1,1.0
Training,-0.6333529791488351,0,0.0
Training,-0.4759564462653156,0,0.0
Training,-0.4267700297392157,1,1.0
Training,-0.4316886713918256,1,1.0
Training,-0.42021184086906904,1,1.0
Training,0.6307379255719316,0,0.0
Training,0.048698663346416676,1,1.0
Training,-0.03327869753041668,0,0.0
Training,-0.09886058623188294,1,1.0
Training,-0.39561863260601915,1,1.0
Training,-0.5300615044440253,1,1.0
Training,0.4602250149481186,0,0.0
Training,-0.46120052130748573,0,0.0
Training,2.2440523876280074,1,1.0
Training,-0.33167629112208924,1,1.0
Training,-0.056232358575929876,1,1.0
Training,-0.7809122287271347,1,1.0
Training,0.0782105132620765,0,0.0
Training,0.9471705385565077,0,0.0
Training,0.1831415351844227,1,1.0
Training,0.4733413926884119,0,0.0
Training,-0.8858432506494811,0,0.0
Training,-0.5431778821843187,1,1.0
Training,-0.4874332767880721,0,0.0
Training,0.3356194264153324,1,1.0
Training,-0.46939825739516894,0,0.0
Training,-0.571050184882442,0,0.0
Training,-0.7727144926394515,0,0.0
Training,-0.3120017245116492,1,1.0
Training,-0.5448174294018553,1,1.0
Training,0.12411783535310306,1,1.0
Training,-0.6858184901100083,0,0.0
Training,0.16838561022659287,0,0.0
Training,-0.42021184086906904,1,1.0
Training,2.088295401962025,1,1.0
Training,-0.6546670929768118,0,0.0
Training,-0.19887296650161962,0,0.0
Training,0.06181504108670976,1,1.0
Training,0.08476870213222312,1,1.0
Training,0.5225278092145118,1,1.0
Training,-0.10377922788449317,1,1.0
Training,0.7471457780170344,1,1.0
Training,0.04705911612887976,1,1.0
Training,0.36677082354852897,0,0.0
Training,0.024105455083366742,0,0.0
Training,-0.22346617476466957,1,1.0
Training,0.08312915491468638,0,0.0
Training,0.6946802670558614,1,1.0
