Postal Code,Commune Name,Longitude Commune,Latitude Commune,Province,Region
3450,Geetbets / Grazen,5.115754391491899,50.885301825,Flemish Brabant,Flanders
3454,Rummen,5.1564917481959,50.88594765,Flemish Brabant,Flanders
3460,Assent / Bekkevoort,4.99914290752635,50.940334525,Flemish Brabant,Flanders
3461,Molenbeek-Wersbeek,4.9541212,50.9212106,Flemish Brabant,Flanders
3470,Kortenaken / Ransberg / Sint-Margriete-Houtem,5.0222792111166665,50.8720468,Flemish Brabant,Flanders
3471,Hoeleden,5.0014628020046,50.8668096,Flemish Brabant,Flanders
3472,Kersbeek-Miskom,5.0065116045983,50.8930932577,Flemish Brabant,Flanders
3473,Waanrode,5.0037716328589,50.9129375,Flemish Brabant,Flanders
3500,Hasselt / Sint-Lambrechts-Herk,5.32439233782835,50.916971175,Limburg,Flanders
3501,Wimmertingen,5.3512906396928,50.8769276,Limburg,Flanders
3510,Kermt / Spalbeek,5.23938644784005,50.950747199999995,Limburg,Flanders
3511,Kuringen / Stokrooie,5.28997491863595,50.957395975,Limburg,Flanders
3512,Stevoort,5.2444291944072,50.91698375,Limburg,Flanders
3520,Zonhoven,5.3677683,50.9909835,Limburg,Flanders
3530,Helchteren / Houthalen / Houthalen-Helchteren,5.389313759485733,51.046357199999996,Limburg,Flanders
3540,Berbroek / Donk / Herk-De-Stad / Schulen,5.1188293756320995,50.9456500625,Limburg,Flanders
3545,Halen / Loksbergen / Zelem,5.094093941998434,50.950237066666666,Limburg,Flanders
3550,Heusden / Heusden-Zolder / Zolder,5.290707309759466,51.02951238333333,Limburg,Flanders
3560,Linkhout / Lummen / Meldert,5.1623413902036335,50.99188878333333,Limburg,Flanders
3570,Alken,5.3079873,50.8754731,Limburg,Flanders
3580,Beringen,5.2208090823008,51.0502026,Limburg,Flanders
3581,Beverlo,5.2443565507181,51.08973005,Limburg,Flanders
3582,Koersel,5.271159654589,51.06978945,Limburg,Flanders
3583,Paal,5.1616725572109,51.04746375,Limburg,Flanders
3590,Diepenbeek,5.4200307,50.9078485,Limburg,Flanders
3600,Genk,5.5001456,50.9654864,Limburg,Flanders
3620,Gellik / Lanaken / Neerharen / Veldwezelt,5.6434553,50.88665005,Limburg,Flanders
3621,Rekem,5.6626094755366,50.9284078,Limburg,Flanders
3630,Eisden / Leut / Maasmechelen / Mechelen-Aan-De-Maas / Meeswijk / Opgrimbie / Vucht,5.704542922245828,50.97720461428572,Limburg,Flanders
3631,Boorsem / Uikhoven,5.7173215253670495,50.93367979999999,Limburg,Flanders
3640,Kessenich / Kinrooi / Molenbeersel / Ophoven,5.7661525253944,51.148252575,Limburg,Flanders
3650,Dilsen / Dilsen-Stokkem / Elen / Lanklaar / Rotem / Stokkem,5.719467045578433,51.03574888333333,Limburg,Flanders
3660,Opglabbeek,5.581962,51.0429949,Limburg,Flanders
3665,As,5.5722025852462,51.0005396,Limburg,Flanders
3668,Niel-Bij-As,5.6161660037867,51.0182495,Limburg,Flanders
3670,Ellikom / Gruitrode / Meeuwen / Meeuwen-Gruitrode / Neerglabbeek / Wijshagen,5.553005186141401,51.093414441666674,Limburg,Flanders
